,name,street,streetNum,neighbourhood,district,zipcode,longLongitude,longLatitude,density
634,Barcelona - Casa Vídua Marfà,Pg Gràcia,66,la Dreta de l'Eixample,Eixample,8007,41.39311176171059,2.1642989926981406,4
635,Colònia Castells,C Castells,2,les Corts,Les Corts,8029,41.387548470347184,2.139245592209627,1
636,La plaça de Comas,Pl Comas,18,les Corts,Les Corts,8028,41.38564406822385,2.1297722513988706,1
637,La plaça de la Reina Maria Cristina,Pl Reina Maria Cristina,-2147483648,Pedralbes,Les Corts,8034,41.38864240334821,2.126698190734328,1
638,La plaça de Ramon M. Roca i Sastre,Pl Ramon M. Roca Sastre,-2147483648,la Maternitat i Sant Ramon,Les Corts,8028,41.38571907130874,2.118772762148288,1
639,Pilar d'Aigua de la Sagrera,C Ciutat d'Elx,31,la Sagrera,Sant Andreu,8027,41.42207385561619,2.190885833187442,1
640,La Plaça del Rom Cremat,C Jordi de Sant Jordi,16,el Congrés i els Indians,Sant Andreu,8027,41.42215416804367,2.182983037488512,1
641,La Plaça del Mercadal,Pl Mercadal,35,Sant Andreu,Sant Andreu,8030,41.43498808409701,2.188717976056457,1
642,L'Espai de la Torre Melina i el seu Jardí Romàntic,C Torre Melina,8,la Maternitat i Sant Ramon,Les Corts,8028,41.381730229359285,2.1085900896337453,1
643,Antiga Subcentral Elèctrica de la Barceloneta,C Atlàntida,57,la Barceloneta,Ciutat Vella,8003,41.37949735138732,2.190007515254681,2
644,L'Hortet del Forat,C Pou de la Figuera,1,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,8003,41.3874487826944,2.179763332554008,2
645,El Pla de Palau,Pla Palau,1,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,8003,41.38289712933221,2.1825248996890165,3
646,Masia Can Valent,Av Rio de Janeiro,51,Porta,Nou Barris,8016,41.43553633390901,2.17975400193275,1
647,Museu de la Xocolata,Carrer del Comerç,36,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,8003,41.38741922402338,2.181725967522791,2
648,Escola Josep Maria Jujol,C Riera de Sant Miquel,39,la Vila de Gràcia,Gràcia,8006,41.39821515341866,2.1558975483762164,2
649,Museu de Carruatges del Foment,Pl Josep Pallach,8,la Vall d'Hebron,Horta-Guinardó,8035,41.43386840494578,2.149802728490179,1
650,Restaurant Bonanova,C Sant Gervasi de Cassoles,103,Sant Gervasi - la Bonanova,Sarrià-Sant Gervasi,8022,41.40621100936792,2.135031384521928,1
651,Facultat de Comunicació i Relacions Internacionals Blanquerna - URL,Pl Joan Coromines,1,el Raval,Ciutat Vella,8001,41.38357176529572,2.1662962367757026,2
652,Parc de la Trinitat,Pg Santa Coloma,60,Sant Andreu,Sant Andreu,8030,41.44926882521931,2.1956548753915466,1
653,Facultat de Psicologia i Ciències de l'Educació i de l'Esport Blanquerna - URL,Císter,34,Sant Gervasi - la Bonanova,Sarrià-Sant Gervasi,8022,41.41191420929642,2.1333279293214424,1
654,Parròquia de Santa Maria del Pi - Basílica,Pl Pi,7,el Barri Gòtic,Ciutat Vella,8002,41.38233930831357,2.173794255569959,5
655,Centre Educatiu CETT,Av Can Marcet,36,la Vall d'Hebron,Horta-Guinardó,8035,41.43485061254671,2.1481555754807795,1
656,Seu de l'Antiga Hidroelèctrica de Catalunya,C Almogàvers,11,el Fort Pienc,Eixample,8018,41.39192618305821,2.182863588545234,1
657,Forn de Pa de Can Tur,Virgili,74,Sant Andreu,Sant Andreu,8030,41.43201793483495,2.1933483941178182,1
658,El Clot,Pl Font i Sagué,2,el Clot,Sant Martí,8018,41.407845782838926,2.188469193190472,1
659,El nucli de Santa Eulàlia de Vilapicina,C Pere d'Artés,1,el Turó de la Peira,Nou Barris,8031,41.43105597129707,2.173127543884692,1
660,Can Peguera,Pl Sant Francesc Xavier,12,Can Peguera,Nou Barris,8031,41.434284670279865,2.16456333073766,1
661,La vila de Gràcia,Pl Virreina,2,la Vila de Gràcia,Gràcia,8024,41.405031103391,2.157519564297269,1
662,Ca l'Aranyó,C Roc Boronat,150,el Parc i la Llacuna del Poblenou,Sant Martí,8018,41.40418745612774,2.192916650968304,1
663,Plaça Masadas,Pl Masadas,1,la Sagrera,Sant Andreu,8027,41.424786104383934,2.190177003471264,1
664,Masia de Can Baró,Pl Can Baró,1,Can Baró,Horta-Guinardó,8024,41.41656209133623,2.1620938107713417,1
665,Pla de Montbau,Pla Montbau,6,Montbau,Horta-Guinardó,8035,41.430681496366894,2.1427060165365965,1
666,Escola Superior de Música de Catalunya,C Padilla,155,el Fort Pienc,Eixample,8013,41.398772424934776,2.185159128100962,1
667,Escola Superior de Disseny IED Barcelona,Carrer de Biada,11,la Vila de Gràcia,Gràcia,8012,41.40542058928409,2.154980971740315,1
668,Funicular de Montjuïc-TMB,Av Paral.lel,59,el Poble-sec,Sants-Montjuïc,8004,41.37479599283319,2.1703264205028834,2
669,Escultura Fray Pedro Ponce de León,Pg Sant Joan,210,el Camp d'en Grassot i Gràcia Nova,Gràcia,8037,41.40440352665176,2.163008249478441,1
670,Obelisc del Cinc d'Oros,Pl Joan Carles I,9999,la Dreta de l'Eixample,Eixample,8008,41.396517237885504,2.159512198746821,3
671,Museu del Modernisme de Barcelona,C Balmes,48,la Dreta de l'Eixample,Eixample,8007,41.38890739636273,2.163402681362388,3
672,Parc de la Maquinista per les treballadores i els treballadors de la Maquinista,Passeig de l'Havana,2,el Bon Pastor,Sant Andreu,8030,41.43634320300456,2.196101084364239,1
673,Can Tusquets,Av Santuari St Josep Muntanya,1,la Salut,Gràcia,8024,41.41043997027809,2.154195493067497,1
674,Casa Agustí Trulla,C Berga,22,la Vila de Gràcia,Gràcia,8012,41.40073485164731,2.152994586062526,2
675,Casa Castellet,C Torrijos,26,la Vila de Gràcia,Gràcia,8012,41.40322501663375,2.1591194797287576,2
676,Casa Concepció i Casa Comelles,C Astúries,26,la Vila de Gràcia,Gràcia,8012,41.40324920807498,2.1542086675874965,1
677,Casa Cortina,Av República Argentina,82,Vallcarca i els Penitents,Gràcia,8023,41.41022204823076,2.1460627049444705,1
678,Casa Enric Cera,C Or,38,la Vila de Gràcia,Gràcia,8012,41.40467490062874,2.1573773724992016,1
679,Casa Girona i Cuyàs,C Gran de Gràcia,6,la Vila de Gràcia,Gràcia,8012,41.39819978132556,2.1575989671703684,3
680,Parc Metropolità Collserola,Ctra Església,92,"Vallvidrera, el Tibidabo i les Planes",Sarrià-Sant Gervasi,8017,41.42098586112135,2.099587929673552,1
681,Estació de França,Avinguda del Marquès de l'Argentera,6,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,8003,41.38390532899724,2.1871972542686304,1
682,Jardins Plaça de Can Fabra,Carrer del Segre,24,Sant Andreu,Sant Andreu,8030,41.43492591429399,2.191738858342075,1
683,Museu d'Art Contemporani de Barcelona,Plaça dels Àngels,1,el Raval,Ciutat Vella,8001,41.383177415641065,2.16784852899158,2
684,Associació d'Emprenedors del Clot-Eix Clot,Carrer de Sant Antoni Maria Claret,358,el Camp de l'Arpa del Clot,Sant Martí,8041,41.41643869811126,2.181492927401364,1
685,L'Auditori de Barcelona,Carrer de Lepant,150,el Fort Pienc,Eixample,8013,41.398772424934776,2.185159128100962,1
686,Ateneu Barcelonès,Carrer de la Canuda,6,el Barri Gòtic,Ciutat Vella,8002,41.38468020491708,2.171664567764501,5
687,Jardins de Vil·la Cecília,Santa Amèlia,1,Sarrià,Sarrià-Sant Gervasi,8034,41.39374957203113,2.121963830470535,1
688,Club Esportiu Europa,Carrer de Pau Alsina,138,la Salut,Gràcia,8024,41.4120436129141,2.1604194727546537,1
689,Teatre Lliure,Pl Margarida Xirgu,1,el Poble-sec,Sants-Montjuïc,8004,41.37067944906853,2.1574493260272294,1
690,Casa Almirall,C Joaquín Costa,33,el Raval,Ciutat Vella,8001,41.38238921399351,2.165929295607357,2
691,Plaça de les Dones del 36,Pl Dones del 36,1,la Vila de Gràcia,Gràcia,8012,41.40454220831473,2.153654759838709,1
692,Antiga Fàbrica Estrella Damm,Carrer del Rosselló,515,la Sagrada Família,Eixample,8025,41.40912820969591,2.178180484218155,2
693,Cases Francesc Farreras,G.V. Corts Catalanes,536,Sant Antoni,Eixample,8011,41.382555032109934,2.159551767559708,3
694,Casa Pomar,C Girona,86,la Dreta de l'Eixample,Eixample,8009,41.39563961765684,2.170281440902392,3
695,Casa Queraltó,Rbla Catalunya,88,la Dreta de l'Eixample,Eixample,8008,41.39305633370552,2.161061569869412,3
696,Casa Jaume Forn,C València,285,la Dreta de l'Eixample,Eixample,8009,41.395288179555614,2.166550686689944,2
697,Casa Santurce,C València,293,la Dreta de l'Eixample,Eixample,8009,41.39560141763696,2.166965615442641,2
698,Casa Granell *Balmes,C Balmes,65,l'Antiga Esquerra de l'Eixample,Eixample,8007,41.39014919657067,2.1613897653246257,3
699,Casa Vallet i Xiró,C Mallorca,302,la Dreta de l'Eixample,Eixample,8037,41.39698989040617,2.166908231079334,3
700,Antiga Fàbrica Can Batlló,G.V. Corts Catalanes,155,la Bordeta,Sants-Montjuïc,8014,41.36691014694684,2.136912948804239,1
701,Hort Urbà Masia Can Soler,Ctra Sant Cugat,114,Sant Genís dels Agudells,Horta-Guinardó,8035,41.42502856858588,2.130702385728167,1
702,El carrer de Canet,C Canet,36,Sarrià,Sarrià-Sant Gervasi,8017,41.39869925444347,2.1234442569006,1
703,Dipòsit del Rei Martí,C Bellesguard,14,Sant Gervasi - la Bonanova,Sarrià-Sant Gervasi,8022,41.40886213744492,2.1271686577385576,1
704,El barri de la Clota,C Capcir,2,la Clota,Horta-Guinardó,8035,41.42664948190676,2.150985823958698,1
705,Biblioteca Vapor Vell,Passatge del Vapor Vell,1,Sants,Sants-Montjuïc,8028,41.37692859666653,2.134751788846474,1
706,Castell de Montjuïc,Carretera de Montjuïc,66,el Poble-sec,Sants-Montjuïc,8038,41.36446421195711,2.1671241451784176,1
707,Jardins de Joan Brossa,Plaça de Dante,9999,el Poble-sec,Sants-Montjuïc,8038,41.36867092135471,2.165012850406953,1
708,Parc de les Cascades,Avinguda del Litoral,12,la Barceloneta,Ciutat Vella,8005,41.38631260802294,2.195094646620497,1
709,Jardins Laribal,Pg Santa Madrona,2,el Poble-sec,Sants-Montjuïc,8038,41.36812384413011,2.158482875531215,1
710,Museu de Ciències Naturals de Barcelona,Plaça de Leonardo da Vinci,4,el Besòs i el Maresme,Sant Martí,8019,41.41081133082032,2.220499449653222,1
711,Antiga Seu Editorial Gustavo Gili,Rosselló,87,la Nova Esquerra de l'Eixample,Eixample,8029,41.38610655947061,2.147565662886036,1
712,Fundació Barcelona Media - Centre d'Innovació,Av Diagonal,177,el Parc i la Llacuna del Poblenou,Sant Martí,8018,41.404425080209855,2.1936694239353693,1
713,Mercat Horta,Carrer del Tajo,75,Horta,Horta-Guinardó,8032,41.42962510164449,2.1596089875560494,1
714,Mercat Núria,Avinguda dels Rasos de Peguera,186,Ciutat Meridiana,Nou Barris,8033,41.45995202920537,2.1726367468768304,1
715,La plaça del Raspall,Pl Raspall,-2147483648,la Vila de Gràcia,Gràcia,8012,41.401314262013386,2.160701296482157,2
716,La Plaça del Setge de 1714,Pl Setge de 1714,-2147483648,el Poble-sec,Sants-Montjuïc,8004,41.3742315617575,2.161040561834341,2
717,Torre de Sant Jordi,C Sant Eudald,11,el Coll,Gràcia,8023,41.413865507094485,2.145538840084051,1
718,Villa Conchita o Casa dels Metges,Pg Mare de Déu del Coll,81,el Coll,Gràcia,8023,41.419213214937365,2.148484310850028,1
719,Carrer Sant Gervasi de Cassoles,C Sant Gervasi de Cassoles,1,Sant Gervasi - la Bonanova,Sarrià-Sant Gervasi,8022,41.40417769240352,2.139512069189189,1
720,El Passeig de les Aigües,Ctra Aigües,211,"Vallvidrera, el Tibidabo i les Planes",Sarrià-Sant Gervasi,8017,41.4141793736998,2.119019897033429,1
721,L'avinguda del Tibidabo,Av Tibidabo,4,Sant Gervasi - la Bonanova,Sarrià-Sant Gervasi,8022,41.41053474585558,2.1370219362887046,1
722,El Passeig de Gràcia,Pg Gràcia,80,la Dreta de l'Eixample,Eixample,8008,41.39399544115184,2.16320320889263,4
723,Jardins del Mirador de l'Alcalde,Carretera de Montjuïc,41,el Poble-sec,Sants-Montjuïc,8038,41.36693458020852,2.169190267865246,1
724,Biblioteca Barceloneta -  La Fraternitat,Carrer de Felícia Fuster i Viladecans,8,la Barceloneta,Ciutat Vella,8003,41.37923262887593,2.188871640262453,2
725,Centre Educatiu Santa Teresa - Ganduxer,C Ganduxer,85,les Tres Torres,Sarrià-Sant Gervasi,8022,41.39996979813191,2.1335779353787503,1
726,Centre Cívic Tomasa Cuevas - Les Corts,Carrer de Dolors Masferrer i Bosch,33,les Corts,Les Corts,8028,41.38481868130681,2.128341678987052,1
727,Ca n'Andalet,Passatge d'Andalet,11,el Carmel,Horta-Guinardó,8032,41.427211891525296,2.153678760813793,1
728,Escultura Pi i Margall-La República,Pl de la República,1,la Guineueta,Nou Barris,8042,41.43822406099561,2.1740546617840075,1
729,Edifici de La Model,Carrer d'Entença,155,la Nova Esquerra de l'Eixample,Eixample,8029,41.383466537215966,2.145384599812989,1
730,Parròquia de la Mare de Déu del Coll,C Santuari,30,el Coll,Gràcia,8032,41.420132063616215,2.151319417179658,1
731,Parc Científic de Barcelona,Carrer de Baldiri Reixac,4,la Maternitat i Sant Ramon,Les Corts,8028,41.38184573119936,2.116442974830661,1
732,Torre Bellesguard  Gaudí - Casa Figueres,C Bellesguard,16,Sant Gervasi - la Bonanova,Sarrià-Sant Gervasi,8022,41.40916538840938,2.126832670465789,1
733,Funicular Vallvidrera - FGC,Carrer de les Alberes,16,"Vallvidrera, el Tibidabo i les Planes",Sarrià-Sant Gervasi,8017,41.41422846437414,2.1059462512020857,1
734,Funicular Tibidabo - Cuca de Llum,Plaça del Doctor Andreu,1,Sant Gervasi - la Bonanova,Sarrià-Sant Gervasi,8035,41.41631050210694,2.131411684356236,1
735,Tramvia Blau Tibidabo-TMB,Avinguda del Tibidabo,2,Sant Gervasi - la Bonanova,Sarrià-Sant Gervasi,8022,41.410534683169146,2.1370219849769443,1
736,Parc del Mirador del Poble-sec,Passeig de Montjuïc,59,el Poble-sec,Sants-Montjuïc,8038,41.37192068979768,2.1701826605872294,2
737,Hospital de la Santa Creu i Sant Pau,C Sant Quintí,89,el Guinardó,Horta-Guinardó,8041,41.41544108395991,2.1739598683555683,1
738,Jardins de les Tres Xemeneies,Av Paral.lel,49,el Poble-sec,Sants-Montjuïc,8004,41.374483270295705,2.172430025242432,2
739,Parc de la Font Florida,G.V. Corts Catalanes,196,la Font de la Guatlla,Sants-Montjuïc,8004,41.368634514222805,2.14105045396157,1
740,Associació Cultural El Raval El Lokal,C Cera,1,el Raval,Ciutat Vella,8001,41.3794510629626,2.167094592540177,2
741,Parròquia de Sant Josep Manyanet,C Sant Sebastià,47,Sant Andreu,Sant Andreu,8030,41.42900359854308,2.1914231867699456,1
742,Centre de Cultura Contemporània de Barcelona,C Montalegre,5,el Raval,Ciutat Vella,8001,41.38391450226559,2.1668129104163323,2
743,Centre Cívic Sant Andreu,Carrer Gran de Sant Andreu,111,Sant Andreu,Sant Andreu,8030,41.43088018380354,2.1894124386376466,1
744,Jardins del Palau Robert,Passeig de Gràcia,107,la Dreta de l'Eixample,Eixample,8008,41.39613160766745,2.159538941393651,3
745,Parròquia de la Verge de Gràcia i Sant Josep,Pl Lesseps,25,Vallcarca i els Penitents,Gràcia,8023,41.40659452736559,2.1489419133653587,1
746,Poble Espanyol de Barcelona,Avinguda de Francesc Ferrer i Guàrdia,13,el Poble-sec,Sants-Montjuïc,8038,41.36914809976753,2.1467430809493484,1
747,Casal Sant Jordi,Pau Claris,81,la Dreta de l'Eixample,Eixample,8010,41.38944576760637,2.1713337865477698,4
748,Palau de la Música Catalana,C Palau de la Música,2,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,8003,41.38736310291296,2.1751754135417323,2
749,Casa Amatller,Pg Gràcia,41,la Dreta de l'Eixample,Eixample,8007,41.39161297296297,2.165112890687213,3
750,Monument Arc de Triomf de Barcelona,Pg Lluís Companys,15,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,8003,41.39108086341498,2.1807039051520003,2
751,Parròquia de Santa Madrona,C Tapioles,10,el Poble-sec,Sants-Montjuïc,8004,41.3741976792283,2.164693483626283,3
752,Parc de la Creueta del Coll,Pg Mare de Déu del Coll,77,el Coll,Gràcia,8023,41.419264262411424,2.1462520569914063,1
753,Premsa de Vi de Can Xandri,Plaça d'en Xandri,3,Sant Andreu,Sant Andreu,8030,41.43822585647148,2.1853478240155115,1
754,Centre Moral i Instructiu de Gràcia,Carrer de Ros de Olano,9,la Vila de Gràcia,Gràcia,8012,41.401146760756895,2.1547866320723554,2
755,Jardins de Magalí,C Vallespir,194,les Corts,Les Corts,8014,41.38491336528375,2.1335326462367803,1
756,La plaça de les Glòries Catalanes,Pl Glòries Catalanes,36,el Parc i la Llacuna del Poblenou,Sant Martí,8018,41.40259189980736,2.18733195275548,1
757,Temple Expiatori de la Sagrada Família - Basílica,Carrer de Provença,450,la Sagrada Família,Eixample,8025,41.40395313063026,2.173925859874078,2
758,Religioses de la Mare de Déu de la Mercè,Sant Gervasi de Cassoles,66,Sant Gervasi - la Bonanova,Sarrià-Sant Gervasi,8022,41.4059093343946,2.1375174554869414,1
759,Parc de Joan Miró,Carrer d'Aragó,2,la Nova Esquerra de l'Eixample,Eixample,8015,41.37883814100107,2.147333595888801,1
760,Parròquia de Santa Maria de Gràcia,C Gràcia,3,la Vila de Gràcia,Gràcia,8012,41.39833719125325,2.1579647021625696,3
761,Club Natació Barcelona,Pg Joan Borbó C Barcelona,93,la Barceloneta,Ciutat Vella,8039,41.37127323270199,2.187849724478972,1
762,Teatre Grec,Pg Santa Madrona,36,el Poble-sec,Sants-Montjuïc,8038,41.36812384413011,2.158482875531215,1
763,Turó Park - Parc del Poeta Eduard Marquina,Av Pau Casals,19,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,8021,41.39410523623182,2.1419158924657906,1
764,Institut Français de Barcelone,C Moià,8,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,8006,41.39528348612812,2.1517956248758305,2
765,Col·legi d'Arquitectes de Catalunya,Pl Nova,5,el Barri Gòtic,Ciutat Vella,8002,41.38447776866129,2.175059343001021,3
766,Parc Carmel,Ctra Carmel,9999,el Carmel,Horta-Guinardó,8024,41.41516676215983,2.155269268607678,1
767,Parc Turó del Putget,C Manacor,9,el Putxet i el Farró,Sarrià-Sant Gervasi,8023,41.40774734930597,2.1425177258809422,1
768,Parc de Monterols,Carrer de Muntaner,450,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,8006,41.40161305479784,2.1397735122452017,1
769,Casa Marsans - Alberg Mare de Déu de Montserrat - AJ000084,Pg Mare de Déu del Coll,41,Vallcarca i els Penitents,Gràcia,8023,41.416189496832175,2.1468663071393794,1
770,Jardí Botànic de Barcelona,Carrer del Doctor Font i Quer,2,el Poble-sec,Sants-Montjuïc,8038,41.36410317400865,2.1587455117755603,1
771,Centre Cultural La Farinera del Clot,Gran Via de les Corts Catalanes,837,el Clot,Sant Martí,8018,41.40487897583886,2.18840476699031,1
772,Casa Vicens,C Carolines,18,la Vila de Gràcia,Gràcia,8012,41.4035372452986,2.1505869815611334,1
773,Palau Güell,Carrer Nou de la Rambla,3,el Raval,Ciutat Vella,8001,41.379087185159,2.174439557713116,5
774,Antic Dispensari Antituberculós,C Torres i Amat,8,el Raval,Ciutat Vella,8001,41.38433595216771,2.165173981341848,3
775,Parc Sanitari Pere Virgili,C Esteve Terradas,30,Vallcarca i els Penitents,Gràcia,8023,41.41495508215849,2.140265906627508,1
776,Parc de la Barceloneta,Passeig Marítim de la Barceloneta - Oriol Bohigas,15,la Barceloneta,Ciutat Vella,8003,41.3820550168728,2.193838416918405,1
777,Hotel Peninsular - HB-003154,C Sant Pau,34,el Raval,Ciutat Vella,8001,41.37962578754925,2.1725113181323525,4
778,Far del Port - Torre del Rellotge,Moll Pescadors,1,la Barceloneta,Ciutat Vella,8039,41.3758307185709,2.186997099293849,1
779,Centre Comercial L'Illa Diagonal,Av Diagonal,557,les Corts,Les Corts,8029,41.38974559970474,2.1353959606306443,1
780,Filmoteca de Catalunya,Plaça de Salvador Seguí,1,el Raval,Ciutat Vella,8001,41.378633698248855,2.171026973674133,3
781,Font Màgica - Fonts de Montjuïc *Aturada degut a la situació d'alerta per sequera,Plaça de Carles Buïgas,1,el Poble-sec,Sants-Montjuïc,8038,41.37020770355242,2.1540328617020004,1
782,Casa dels Ossos,Av Diagonal,423,l'Antiga Esquerra de l'Eixample,Eixample,8036,41.39465875789174,2.1529838685904554,2
783,Jardins Mossèn Cinto Verdaguer,Av Miramar,30,el Poble-sec,Sants-Montjuïc,8038,41.36885056534847,2.1630513619866973,1
784,Associació Nou Barris Centre Comerç,C Pare Rodés,51,Verdun,Nou Barris,8042,41.441335601744335,2.176213867579158,1
785,Parc de Sant Martí,C Menorca,64,Sant Martí de Provençals,Sant Martí,8020,41.41989650584672,2.198051769477209,1
786,Bar Musical London Bar,C Nou de la Rambla,34,el Raval,Ciutat Vella,8001,41.37814933333809,2.1731803971737738,3
787,Conjunt de Sant Martí de Provençals,C Selva del Camp,2,Sant Martí de Provençals,Sant Martí,8020,41.42090417387696,2.196643734220937,1
788,Carrer Cienfuegos,C Cienfuegos,21,el Congrés i els Indians,Sant Andreu,8027,41.42408750553282,2.183417526927583,1
789,Carrer Pinar del Rio,C Matanzas,30,el Congrés i els Indians,Sant Andreu,8027,41.422259021739634,2.182100594284828,1
790,Club Tennis Barcino,Pl Narcisa Freixas,2,el Putxet i el Farró,Sarrià-Sant Gervasi,8022,41.40833006675837,2.1384260681340863,1
791,Casa Fàbrica Güell-Ramis,C Còdols,16,el Barri Gòtic,Ciutat Vella,8002,41.37958535239015,2.178265252336639,4
792,Casa Parés,C Mestres Casals i Martorell,15,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,8003,41.3872658323001,2.178401010468016,2
793,Jardins,Pg Vall d'Hebron,171,Montbau,Horta-Guinardó,8007,41.43592904989888,2.140931254267526,1
794,Restaurant Casa Tejada,C Tenor Viñas,3,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,8021,41.39505269147344,2.142108289092796,1
795,Restaurant Casa Trampa,Pl Vallvidrera,3,"Vallvidrera, el Tibidabo i les Planes",Sarrià-Sant Gervasi,8017,41.41319781754193,2.1045162775346715,1
796,Gerència Urbanística Port Vell de l'Autoritat Portuària de Barcelona,C Josep Anselm Clavé,27,el Barri Gòtic,Ciutat Vella,8002,41.37792481602984,2.1782341227997044,3
797,Herboristeria del Rei,Vidre,1,el Barri Gòtic,Ciutat Vella,8002,41.38070755674348,2.175034436574318,5
798,Farmàcia Reixach-de Pablo,Carrer Gran de Sant Andreu,263,Sant Andreu,Sant Andreu,8030,41.435618295520094,2.1896359516105504,1
799,Casa Llopis Bofill,Bailèn,113,la Dreta de l'Eixample,Eixample,8009,41.39767792794139,2.169479497833732,2
800,Nou Hospital Evangèlic,C Camèlies,15,la Salut,Gràcia,8024,41.41110327599354,2.1589187127071603,1
801,Fàbrica de Creació Nau Ivanow,C Hondures,28,la Sagrera,Sant Andreu,8027,41.4199791609378,2.1899651964541302,1
802,Centre Comercial Westfield Glòries,Av Diagonal,208,el Parc i la Llacuna del Poblenou,Sant Martí,8018,41.40497574863421,2.1925213552739606,1
803,Forn de Pa Roura Vila,C Calaf,15,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,8021,41.39744142472332,2.144269436975635,1
804,Platja de Sant Sebastià,Passeig Marítim de la Barceloneta - Oriol Bohigas,2,la Barceloneta,Ciutat Vella,8003,41.373706513534366,2.1896792006250663,1
805,Platja de la Nova Icària,Pg Marítim de Nova Icària,60,la Vila Olímpica del Poblenou,Sant Martí,8005,41.39076474300676,2.2028838890750646,1
806,Font Pública,Trav Gràcia,126,la Vila de Gràcia,Gràcia,8012,41.40022209501887,2.1561312297043247,2
807,Centre Comercial Maremàgnum,Moll Espanya,5,el Barri Gòtic,Ciutat Vella,8039,41.37576189535446,2.183231333568717,1
808,Museu Egipci de Barcelona,Carrer de València,284,la Dreta de l'Eixample,Eixample,8007,41.39365756520607,2.1647541605952405,3
809,Spotify Camp Nou * Tancat per remodelació,C Aristides Maillol,12,la Maternitat i Sant Ramon,Les Corts,8028,41.380806951232216,2.1228764926605805,1
810,Acàdemia Blancafort - Antiga Editorial Seguí,C Torrent de l'Olla,9,la Vila de Gràcia,Gràcia,8012,41.39878162390739,2.1609062506181,3
811,Can Pardal,C Montseny,49,la Vila de Gràcia,Gràcia,8012,41.40285879796171,2.156185776031604,1
812,Edifici d'habitatges Gran de Gràcia 74*76,C Gran de Gràcia,74,la Vila de Gràcia,Gràcia,8012,41.40008719962975,2.1553848011746144,2
813,Casa Cama i Escurra,C Gran de Gràcia,15,la Vila de Gràcia,Gràcia,8012,41.39828230438417,2.157088195204451,3
814,Casa Claudi Alsina,Pl Lesseps,30,el Putxet i el Farró,Sarrià-Sant Gervasi,8023,41.4061899908628,2.149575785577088,1
815,Casa Eudald Obradors,Av República Argentina,90,Vallcarca i els Penitents,Gràcia,8023,41.41057923317124,2.1458839653210964,1
816,Casa Gaspar Galí,C Montseny,45,la Vila de Gràcia,Gràcia,8012,41.40265208001169,2.1558495685461287,1
817,Las Golondrinas - Sirenas SA,Moll Drassanes,1,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,8039,41.3746514376551,2.178115302193892,1
818,Casa Terradas - Casa de les Punxes,Av Diagonal,420,la Dreta de l'Eixample,Eixample,8037,41.39789455388375,2.1638579681725147,3
819,Centre Educatiu Monlau,C Monlau,2,la Sagrera,Sant Andreu,8027,41.42299752907012,2.1906007422317457,1
820,Casa Company,Buenos Aires,56,l'Antiga Esquerra de l'Eixample,Eixample,8036,41.393120800716055,2.1481893230679403,2
821,Escola Superior de Disseny i d'Art Llotja,C Ciutat de Balaguer,17,Sant Gervasi - la Bonanova,Sarrià-Sant Gervasi,8022,41.40260219806343,2.1361304746909444,1
822,Reial Club Nàutic de Barcelona,Moll Espanya,1,el Barri Gòtic,Ciutat Vella,8039,41.37723872429205,2.1830264347318584,1
823,Parc del Poblenou,Av Litoral,59,el Poblenou,Sant Martí,8005,41.39727971819072,2.207470604184096,1
824,Casa Muntadas,Av Tibidabo,48,Sant Gervasi - la Bonanova,Sarrià-Sant Gervasi,8035,41.41526572017423,2.1332147546001883,1
825,Torre de Santa Caterina,C Panamà,21,Pedralbes,Les Corts,8034,41.394987347747104,2.1059277429633085,1
826,La Previsió Obrera,C Doctor Balari i Jovany,13,Sant Andreu,Sant Andreu,8030,41.435363668960846,2.190849375486821,1
827,Casa Planells,Av Diagonal,332,la Sagrada Família,Eixample,8013,41.4005940299752,2.174625257658432,2
828,Club Esportiu Mediterrani *Instal·lació Josep Vallès,C Begur,44,Sants - Badal,Sants-Montjuïc,8028,41.3733599989622,2.130464703418883,1
829,Fundacio Privada Desenvolupament Comunitari,C Pere Vergés,1,la Verneda i la Pau,Sant Martí,8020,41.42279520372416,2.208969599145994,1
830,Universitat Internacional de Catalunya,Immaculada,22,Sant Gervasi - la Bonanova,Sarrià-Sant Gervasi,8017,41.406033260654574,2.123231960089889,1
831,Cementiri Sant Andreu,Carrer dels Garrofers,35,Porta,Nou Barris,8016,41.437412139312414,2.1790301618213404,1
832,Casa Martí - Els Quatre Gats,Montsió,3,el Barri Gòtic,Ciutat Vella,8002,41.38603997054996,2.1735178081132696,3
833,Associació Sant Martí Eix Comercial,Carrer de Huelva,111,Sant Martí de Provençals,Sant Martí,8020,41.42025966854083,2.1998166979222726,1
