,name,street,streetNum,neighbourhood,district,zipcode,longLongitude,longLatitude,density
0,Hotel d'Entitats de Can Guardiola,Cuba,2,Sant Andreu,Sant Andreu,8030,41.4299594840632,2.188553382391543,1
1,Bar Marsella,C Sant Pau,65,el Raval,Ciutat Vella,8001,41.3782782040133,2.17122360530803,2
2,Telefèric de Barcelona,Pg Joan Borbó C Barcelona,88,la Barceloneta,Ciutat Vella,8039,41.37325014627403,2.187875716121665,1
3,Universitat Politècnica de Catalunya,C Jordi Girona,31,Pedralbes,Les Corts,8034,41.3889419870853,2.116537839859507,1
4,Casa del Guarda -  Espai d'Interpretació del Pantà de Vallvidrera,Camí del Pantà,40,"Vallvidrera, el Tibidabo i les Planes",Sarrià-Sant Gervasi,8017,41.415598383773975,2.0973845422401483,1
5,Torre del Fang,Clot,228,la Sagrera,Sant Andreu,8027,41.41650054695728,2.1919480476112105,1
6,Casa - Fàbrica Erasme de Gònima,Carme,106,el Raval,Ciutat Vella,8001,41.38013776152318,2.166732403540656,2
7,Platja de la Nova Mar Bella,Pg Marítim de la Mar Bella,128,Diagonal Mar i el Front Marítim del Poblenou,Sant Martí,8019,41.401144617626905,2.2142493854271126,1
8,"TAMAIA Viure Sense Violencia, S.C.C.L.",C Ripoll,25,el Barri Gòtic,Ciutat Vella,8002,41.38550526763556,2.175087497981421,3
9,Museu Barça Immersive Tour,Carrer d'Arístides Maillol,12,la Maternitat i Sant Ramon,Les Corts,8028,41.379090515776426,2.120285513558928,1
10,Residència Assistida per a Gent Gran Llars Mundet,Pg Vall d'Hebron,171,Montbau,Horta-Guinardó,8035,41.43575541409688,2.147158169831797,1
11,Observatori Fabra,Ctra Observatori Fabra,27,"Vallvidrera, el Tibidabo i les Planes",Sarrià-Sant Gervasi,8035,41.41877190341054,2.1236452624703155,1
12,Residència Militar d'Estudiants Mateo Calabro,Capità Arenas,52,Sarrià,Sarrià-Sant Gervasi,8034,41.39297332973805,2.12510287048567,1
13,Can Fontanet - Centre d'Interpretació dels Tres Tombs de Sant Andreu,C Sant Adrià,20,Sant Andreu,Sant Andreu,8030,41.433793974354174,2.1908326284827284,1
14,Palau Sant Jordi,Pg Olímpic,5,el Poble-sec,Sants-Montjuïc,8038,41.3620001141372,2.1523962021929672,1
15,Casa Anoll,C Josep Torres,2,la Vila de Gràcia,Gràcia,8012,41.40044227869542,2.1610663164262904,2
16,Casa Barangé,Pl Mons,4,Vallcarca i els Penitents,Gràcia,8023,41.413399023929664,2.144460106814436,1
17,Jardins de Joan Maragall - Palauet Albéniz,Av Estadi,69,el Poble-sec,Sants-Montjuïc,8038,41.3671333000304,2.156511461067073,1
18,Sant Pau Recinte Modernista,Carrer de Sant Antoni Maria Claret,167,el Guinardó,Horta-Guinardó,8025,41.41241647123583,2.1757600481895056,1
19,Palau del Baró de Quadras,Av Diagonal,373,la Dreta de l'Eixample,Eixample,8008,41.396775817125445,2.161339600186852,3
20,Facultat de Dret - UB,Av Diagonal,684,Pedralbes,Les Corts,8034,41.38723971871468,2.1210972500110508,1
21,Cases modernistes del carrer de Sants,C Sants,211,Sants,Sants-Montjuïc,8028,41.37547034603628,2.1327032048740047,1
22,El Rec Comtal,C Oristà,16,Vallbona,Nou Barris,8033,41.46478662529261,2.1857427165784453,1
23,Port Olímpic de Barcelona,Port Olímpic,100,la Vila Olímpica del Poblenou,Sant Martí,8005,41.38772238063312,2.199282061005833,1
24,Escultura Colles Sant Medir,Pl Trilla,1,la Vila de Gràcia,Gràcia,8012,41.40349932760185,2.1524158362950163,1
25,Reial Acadèmia de Medicina de Catalunya,C Carme,47,el Raval,Ciutat Vella,8001,41.38152411821448,2.168974973139409,2
26,"Casal Catòlic de Sant Andreu - Àntic Casino ""El Progrés""",C Pons i Gallarza,58,Sant Andreu,Sant Andreu,8030,41.43555707085925,2.186466964815642,1
27,Institut del Teatre,Pl Margarida Xirgu,1,el Poble-sec,Sants-Montjuïc,8004,41.37067944898099,2.1574493140710094,1
28,Jardins del Palau de Pedralbes,Av Diagonal,686,Pedralbes,Les Corts,8034,41.38654937434819,2.1184352989192647,1
29,"Cooperativa Impulsem, SCCL",C Tàpies,6,el Raval,Ciutat Vella,8001,41.376680258915165,2.171051240900224,2
30,Pont de Calatrava (Bac de Roda - Felip II),Carrer de Felip II,2,la Sagrera,Sant Andreu,8027,41.416166339580734,2.1924102551677853,1
31,Associació Eix Comercial de Maragall,Rambla de la Muntanya,5,el Guinardó,Horta-Guinardó,8041,41.42197707927703,2.178470250568916,1
32,Edifici de l'Antic Hospital de la Santa Creu,C Hospital,56,el Raval,Ciutat Vella,8001,41.38108881941956,2.169811468590316,3
33,Parc de la Font del Racó,Av Tibidabo,72,Sant Gervasi - la Bonanova,Sarrià-Sant Gervasi,8035,41.41609393601731,2.130839745769486,1
34,Pavellons d'Entrada de l'Antiga Finca Güell,Avinguda de Pedralbes,7,Pedralbes,Les Corts,8034,41.38849058797558,2.120859299130536,1
35,El passatge d'Antoni Gassol,Ptge Antoni Gassol,1,Sant Martí de Provençals,Sant Martí,8018,41.41275610120803,2.195583895314642,1
36,Centre Educatiu Vedruna Gràcia Barcelona,C Gran de Gràcia,234,la Vila de Gràcia,Gràcia,8012,41.40471777195004,2.151415793082498,1
37,Casa Muley-Afid,Pg Bonanova,55,les Tres Torres,Sarrià-Sant Gervasi,8017,41.40386449496666,2.1286747551139507,1
38,Fundació Privada Foto Colectania,Pg Picasso,14,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,8003,41.387673365422295,2.1827368854864178,2
39,Antiga Estació de Rodalies Sant Andreu Comtal de RENFE,Plaça de l'Estació,1,Sant Andreu,Sant Andreu,8030,41.43594335271556,2.192489567666219,1
40,Telefèric de Montjuïc,Av Miramar,20,el Poble-sec,Sants-Montjuïc,8038,41.36885056534847,2.1630513619866973,1
41,Museu Etnològic i de Cultures del Món *Parc Montjuïc,Passeig de Santa Madrona,16,el Poble-sec,Sants-Montjuïc,8038,41.36909366060918,2.156001328720349,1
42,Hospital Clínic i Provincial,C Villarroel,170,l'Antiga Esquerra de l'Eixample,Eixample,8036,41.38955539831457,2.152194463242196,1
43,Palau de Congressos *Pavelló 5,Av Reina Maria Cristina,1,el Poble-sec,Sants-Montjuïc,8004,41.37241483260608,2.1518889546104605,1
44,CaixaForum Barcelona,Avinguda de Francesc Ferrer i Guàrdia,6,la Font de la Guatlla,Sants-Montjuïc,8038,41.37132601483052,2.1495935126379413,1
45,Biblioteca Clarà,Carrer del Doctor Carulla,22,les Tres Torres,Sarrià-Sant Gervasi,8017,41.39994044899448,2.1294738021393327,1
46,Casa Granell *Girona,C Girona,122,la Dreta de l'Eixample,Eixample,8009,41.39730099114916,2.1680813060601696,3
47,La plaça del Diamant i el refugi antiaeri,Pl Diamant,2,la Vila de Gràcia,Gràcia,8012,41.40416836291504,2.156126554176889,1
48,L'Anella Olímpica,Av Estadi,44,el Poble-sec,Sants-Montjuïc,8038,41.36617316365693,2.1525839482341884,1
49,La Zona Universitària,C John M Keynes,4,Pedralbes,Les Corts,8034,41.38614602205185,2.116760355882887,1
50,Plaça del Nen de la Rutlla,Pl Nen de la Rutlla,9999,el Guinardó,Horta-Guinardó,8041,41.4188254176045,2.1715923368510053,1
51,Sant Joan de Dalt,Pg Sant Joan,150,el Camp d'en Grassot i Gràcia Nova,Gràcia,8037,41.40216470756282,2.1664109515260725,1
52,Centre de Reunions i Convencions UAB Casa Convalescència,C Sant Antoni Maria Claret,171,el Guinardó,Horta-Guinardó,8025,41.41379174747704,2.176910232352591,1
53,Centre Cívic Can Castelló,Carrer de Castelló,1,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,8021,41.39904051559379,2.140179532716965,1
54,Palau Macaya,Pg Sant Joan,108,la Dreta de l'Eixample,Eixample,8037,41.39987499692392,2.16943219323842,1
55,Santa Església Catedral Basílica de Barcelona,Pla Seu,3,el Barri Gòtic,Ciutat Vella,8002,41.38429657081115,2.1761751314006545,3
56,Placa Fotovoltaica,Pl Fòrum,1,el Besòs i el Maresme,Sant Martí,8019,41.41150571915544,2.2281237482570995,1
57,Mercat de les Flors Centre de les Arts de Moviment,Lleida,59,el Poble-sec,Sants-Montjuïc,8004,41.370538264069474,2.157271883570921,1
58,Hotel W Barcelona - HB-004411,Pl Rosa dels Vents,1,la Barceloneta,Ciutat Vella,8039,41.36836130546307,2.1899983126477727,1
59,Centre Municipal de Cultura Popular de Sant Andreu,C Arquímedes,30,Sant Andreu,Sant Andreu,8030,41.44068473251822,2.1876438165449668,1
60,Palau de la Virreina,la Rambla,99,el Raval,Ciutat Vella,8002,41.38252973907768,2.171726398818812,4
61,Fundació Universitaria Agustí Pedro Pons,Av Vallvidrera,25,Sarrià,Sarrià-Sant Gervasi,8017,41.40660960989669,2.1141838297013127,1
62,Edifici de la Fàbrica Moritz - Espai Gastronòmic i Cultural,Rda Sant Antoni,39,Sant Antoni,Eixample,8011,41.38253112132161,2.1634359544972748,3
63,Casa Casas-Carbó,Pg Gràcia,96,la Dreta de l'Eixample,Eixample,8008,41.39548106980388,2.1613599645166035,3
64,Casa Antoni Costa,Rbla Catalunya,122,la Dreta de l'Eixample,Eixample,8008,41.39516263147227,2.15817039068309,2
65,Casa Comas d' Argemir,Av República Argentina,92,Vallcarca i els Penitents,Gràcia,8023,41.41079093017859,2.145865303185273,1
66,Plaça de la Virreina,Pl Virreina,3,la Vila de Gràcia,Gràcia,8024,41.40510303249848,2.1574390767796703,1
67,Plaça del Nord,Pl Nord,3,la Vila de Gràcia,Gràcia,8024,41.40697402455321,2.1554445283158845,1
68,El pont de Mühlberg,C Mühlberg,100,Can Baró,Horta-Guinardó,8024,41.41856212293422,2.161799283919621,1
69,Can Carreras,C Ogassa,6,Can Peguera,Nou Barris,8042,41.4358526732663,2.167141449216274,1
70,Jardins de Vil·la Amèlia,Carrer d'Eduardo Conde,22,Sarrià,Sarrià-Sant Gervasi,8034,41.3939061996762,2.1211872573336934,1
71,Park Güell,Carrer d'Olot,7,la Salut,Gràcia,8024,41.41350924872243,2.1531271963876573,1
72,Parc del Laberint d'Horta,Passeig dels Castanyers,1,Montbau,Horta-Guinardó,8035,41.4379570487644,2.1475613087947543,1
73,Parc del Guinardó,Garriga i Roca,1,el Guinardó,Horta-Guinardó,8041,41.41948943678852,2.169613897166294,1
74,Parc del Turó de la Peira,Passeig de Fabra i Puig,396,el Turó de la Peira,Nou Barris,8031,41.43346223343623,2.1634471242007627,1
75,Escola d'Aprenents SEAT,Pg Zona Franca,53,la Marina del Prat Vermell,Sants-Montjuïc,8038,41.35443340782173,2.142929012130741,1
76,Bar Mestres,C Vergós,9,les Tres Torres,Sarrià-Sant Gervasi,8017,41.399609906094966,2.1310611460751536,1
77,Torre de la Catalana de Gas,Passeig Marítim de la Barceloneta - Oriol Bohigas,15,la Barceloneta,Ciutat Vella,8003,41.38205967912699,2.1938398880660617,1
78,Centre Cívic Casa Golferichs,Gran Via de les Corts Catalanes,491,la Nova Esquerra de l'Eixample,Eixample,8015,41.3808491471351,2.1564074948215346,2
79,Mooby Bosque Multicines,Rambla de Prat,16,la Vila de Gràcia,Gràcia,8012,41.40139721074221,2.151721868976122,2
80,Hospital  Sociosanitari Mutuam Güell,C Mare de Déu de la Salut,49,la Salut,Gràcia,8024,41.411445154741465,2.1567276831754065,1
81,Jardins de Mossèn Costa i Llobera,Ctra Miramar,38,el Poble-sec,Sants-Montjuïc,8038,41.36961505587559,2.17232416934953,1
82,Palau Montaner,C Mallorca,278,la Dreta de l'Eixample,Eixample,8037,41.39560044059546,2.1650637423227845,2
83,Associació de Comerciants i Veïns de Creu Coberta,C Callao,9,Hostafrancs,Sants-Montjuïc,8014,41.37602040585622,2.143153879462518,2
84,Casa Museu Gaudí,Carretera del Carmel,23,la Salut,Gràcia,8024,41.41481232125404,2.1550643342300395,1
85,Club Natació Catalunya,Carrer d'Ana María Matute Ausejo,25,la Salut,Gràcia,8024,41.415382605384856,2.1581717784411687,1
86,Club Tennis La Salut,Carrer de la Mare de Déu de la Salut,75,la Salut,Gràcia,8024,41.41234042111287,2.15819198579813,1
87,MUHBA Museu d'Història de Barcelona  - Refugi 307,Carrer Nou de la Rambla,175,el Poble-sec,Sants-Montjuïc,8004,41.37107815965785,2.166220058300664,2
88,Reial Acadèmia de Ciències i Arts de Barcelona,C la Rambla,115,el Raval,Ciutat Vella,8002,41.38417592716741,2.1707408640195456,5
89,Estació Barcelona-Sants de RENFE,Pl Països Catalans,1,Sants,Sants-Montjuïc,8014,41.379556967903945,2.1408179856438947,1
90,"BAU, Centre Universitari d'Arts i Disseny de Barcelona",C Pujades,118,el Poblenou,Sant Martí,8005,41.39772635565731,2.195641449471245,1
91,Casal Cívic Barcelona - Magòria,G.V. Corts Catalanes,247,la Bordeta,Sants-Montjuïc,8014,41.36986934117719,2.14126001076402,1
92,Impremta Baltasar,Gran de Sant Andreu,152,Sant Andreu,Sant Andreu,8030,41.43211304281075,2.189406556408065,1
93,Drogueria Rovira (Antiga Drogueria Galvany),Madrazo,127,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,8021,41.39694983975115,2.14476287679332,2
94,El Parc del Fòrum,Pl Fòrum,1,el Besòs i el Maresme,Sant Martí,8019,41.411066821389646,2.221714876463801,1
95,Santa Creu d'Olorda,Ctra Santa Creu Olorda a Sarrià,417,"Vallvidrera, el Tibidabo i les Planes",Sarrià-Sant Gervasi,8017,41.415981372010265,2.0590073481470856,1
96,Can Mora,C Portell,11,el Carmel,Horta-Guinardó,8023,41.41790973374814,2.151042845959997,1
97,Can Muntaner de Dalt,C Olot,1,la Salut,Gràcia,8024,41.41350924872243,2.1531271963876573,1
98,Can Trilla,C Gran de Gràcia,177,la Vila de Gràcia,Gràcia,8012,41.40354926420721,2.1519292949349675,1
99,Casa Elisa Bremon d'Espina,C Gran de Gràcia,61,la Vila de Gràcia,Gràcia,8012,41.39964691466049,2.155601559279648,2
100,Casa Eloy Detouche,C Pare Laínez,17,el Camp d'en Grassot i Gràcia Nova,Gràcia,8025,41.406698383788495,2.16476312511361,1
101,Casa F. Homet,C Santa Magdalena,1,la Vila de Gràcia,Gràcia,8012,41.40368647833563,2.1524799804849275,1
102,Casa Feliu Iglesies,C Gran de Gràcia,135,la Vila de Gràcia,Gràcia,8012,41.40217836640819,2.152775398750866,1
103,Fàbrica de Creació Hangar,C Emília Coranty,8,Provençals del Poblenou,Sant Martí,8018,41.408601288709,2.199379275633804,1
104,Carrer Major de Sarrià,C Major de Sarrià,1,Sarrià,Sarrià-Sant Gervasi,8017,41.39599155894148,2.1251530428320944,1
105,Casa Fornells,Av Tibidabo,35,Sant Gervasi - la Bonanova,Sarrià-Sant Gervasi,8022,41.41373899158242,2.134298941292163,1
106,Santuari de Santa Eulàlia de Vilapicina,C Pere d'Artés,2,el Turó de la Peira,Nou Barris,8031,41.43072358230434,2.1729158525346945,1
107,El Paral·lel,Av Paral·lel,170,Sant Antoni,Eixample,8015,41.37522098509261,2.1558593296923467,2
108,Sant Pere i Santa Caterina,C Sant Pere Més Baix,68,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,8003,41.38814215702065,2.178572782653608,2
109,El barri de la Mercè,C Torrent de les Roses,1,Pedralbes,Les Corts,8034,41.388936898572986,2.1055266224814213,1
110,Edifici Alhambra,C Berlinès,5,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,8006,41.40361717823645,2.1397153048637696,1
111,El Farró a través del carrer Saragossa,C Saragossa,1,el Putxet i el Farró,Sarrià-Sant Gervasi,8006,41.40089932712729,2.150867135716541,2
112,La plaça de Sarrià,Pl Sarrià,-2147483648,Sarrià,Sarrià-Sant Gervasi,8017,41.39981901760966,2.122029074017245,1
113,La Torre d'Aigües de Josep Amargós,Carretera de Vallvidrera al Tibidabo,107,"Vallvidrera, el Tibidabo i les Planes",Sarrià-Sant Gervasi,8035,41.42297808783553,2.118943948440615,1
114,MUHBA Museu d'Història de Barcelona - Vil·la Joana,Carretera de l'Església,104,"Vallvidrera, el Tibidabo i les Planes",Sarrià-Sant Gervasi,8017,41.41954329767189,2.099950499346553,1
115,Can Culleretes,C Quintana,5,el Barri Gòtic,Ciutat Vella,8002,41.381241482418325,2.1744292455209995,5
116,La Diagonal,Av Diagonal,629,la Maternitat i Sant Ramon,Les Corts,8028,41.38793852100829,2.125713944106764,1
117,Refugi Antiaeri de La Lira,C Coroleu,15,Sant Andreu,Sant Andreu,8030,41.43277350201,2.1881654862843227,1
118,Refugi Antiaeri 977 (Matanzas / Pinar del Río),C Pinar del Río,32,el Congrés i els Indians,Sant Andreu,8027,41.42243408970824,2.182057614392575,1
119,Capella dels Segadors,Pl Orfila,5,Sant Andreu,Sant Andreu,8030,41.436298796229686,2.191490177023649,1
120,Associació Catalana per la Integració i el Desenvolupament Humà,Carrer de Siracusa,53,la Vila de Gràcia,Gràcia,8012,41.40196689745648,2.161132948779616,2
121,La Plaça Reial,Pl Reial,5,el Barri Gòtic,Ciutat Vella,8002,41.38044055326621,2.1749759344450665,5
122,El Campus Ciutadella,C Ramon Trias Fargas,25,la Vila Olímpica del Poblenou,Sant Martí,8005,41.39002929461585,2.190872085861088,1
123,El Campus Mundet - UB,Pg Vall d'Hebron,173,Montbau,Horta-Guinardó,8035,41.43575541409688,2.147158169831797,1
124,La llera del riu Besòs,Pl Turó de la Trinitat,1,la Trinitat Vella,Sant Andreu,8033,41.45464961996649,2.1909188386141625,1
125,Parc de Montjuïc,Pg Migdia,147,el Poble-sec,Sants-Montjuïc,8038,41.361405474771885,2.1597293853420427,1
126,Colmado Murria,Roger de Llúria,85,la Dreta de l'Eixample,Eixample,8009,41.39480108686979,2.166511035825545,2
127,Bar musical La Torre Rosa,C Francesc Tàrrega,22,el Congrés i els Indians,Sant Andreu,8027,41.42271161168508,2.180504022970048,1
128,Casa Josep Castelló,C Sors,23,la Vila de Gràcia,Gràcia,8024,41.40922522099331,2.1583254055522816,1
129,Casa Martí Trias i Domènech,C Olot,5,la Salut,Gràcia,8024,41.41350924872243,2.1531271963876573,1
130,Casa Rosa Alemany,Av República Argentina,6,Vallcarca i els Penitents,Gràcia,8023,41.40737731100891,2.1486334572576897,1
131,Casa Serès,C Verdi,39,la Vila de Gràcia,Gràcia,8012,41.40403970754993,2.156628602714139,1
132,Conjunt de Cases al Carrer Francisco Giner,C Francisco Giner,16,la Vila de Gràcia,Gràcia,8012,41.39892971334762,2.1594708997786287,3
133,Cases Manuel Raventós,Rbla Prat,13,la Vila de Gràcia,Gràcia,8012,41.40139423653911,2.15203322023042,2
134,Edifici J. Artigas,C Martínez de la Rosa,34,la Vila de Gràcia,Gràcia,8012,41.39985990968168,2.1591654567457805,2
135,Sant Andreu Teatre,C Neopàtria,54,Sant Andreu,Sant Andreu,8030,41.43061427405158,2.1889212140974257,1
136,Plaça dels Àngels,Plaça dels Àngels,1,el Raval,Ciutat Vella,8001,41.38301191729434,2.167811083780596,2
137,Masia Torre Rodona - Can Vinyals de la Torre,C Doctor Salvador Cardenal,7,la Maternitat i Sant Ramon,Les Corts,8028,41.38593280819908,2.1239439361700736,1
138,Cafeteria Restaurant Cafè de l'Òpera,Carrer la Rambla,74,el Barri Gòtic,Ciutat Vella,8002,41.38091335380008,2.173782143732884,5
139,El Fòrum,Pl Fòrum,2,el Besòs i el Maresme,Sant Martí,8019,41.411066821389646,2.221714876463801,1
140,La plaça d'Orfila,Pl Orfila,2,Sant Andreu,Sant Andreu,8030,41.43624446859993,2.1909591589263973,1
141,El Tibidabo,Ctra Observatori Fabra,25,"Vallvidrera, el Tibidabo i les Planes",Sarrià-Sant Gervasi,8028,41.418913335121154,2.1233033539813286,1
142,La Rambla del Raval,Rbla Raval,12,el Raval,Ciutat Vella,8001,41.37888562756235,2.1691786660708967,3
143,Xemeneia de Can Galta Cremat,C Arquímedes,30,Sant Andreu,Sant Andreu,8030,41.440635877473454,2.187715361234582,1
144,Les Carasses,Pg Torras i Bages,108,Sant Andreu,Sant Andreu,8030,41.44136142057691,2.1910812403192512,1
145,Ca l'Artés,C Pere d'Artés,8,el Turó de la Peira,Nou Barris,8031,41.4306058710236,2.172703711654441,1
146,Plaça Eivissa,Pl Eivissa,1,Horta,Horta-Guinardó,8032,41.43021998617648,2.1609828368500468,1
147,Casal d'Entitats Mas Guinardó,Plaça de Salvador Riera,2,el Guinardó,Horta-Guinardó,8041,41.41816915835005,2.1744079393214104,1
148,Floristeria Flora Miserachs,C Avió Plus Ultra,21,Sarrià,Sarrià-Sant Gervasi,8017,41.40098051100123,2.12109349397744,1
149,Can Fabra,C Segre,24,Sant Andreu,Sant Andreu,8030,41.43492914455278,2.1917282568652703,1
150,Casa Estapé,Pg Sant Joan,6,el Fort Pienc,Eixample,8010,41.391927096739074,2.1799660951050184,2
151,Cases Rocamora,Pg Gràcia,6,la Dreta de l'Eixample,Eixample,8007,41.38891899310887,2.1694907182668186,3
152,Casa Malagrida,Pg Gràcia,27,la Dreta de l'Eixample,Eixample,8007,41.39070796924331,2.166233113657074,4
153,Forn de la Concepció,C Girona,74,la Dreta de l'Eixample,Eixample,8009,41.3953024422244,2.17072858132926,3
154,Ateneu d'Innovació Digital i Democràtica - Canòdrom,C Concepción Arenal,165,el Congrés i els Indians,Sant Andreu,8027,41.42728664518391,2.1841198480555195,1
155,L'Aqüeducte de Ciutat Meridiana,Av Rasos de Peguera,53,Ciutat Meridiana,Nou Barris,8033,41.45954300543077,2.175066517148887,1
156,El barri del Bon Pastor,C Estadella,65,el Bon Pastor,Sant Andreu,8030,41.435478964503005,2.204587880121658,1
157,El Campus de Comunicació,Carrer de Roc Boronat,134,el Parc i la Llacuna del Poblenou,Sant Martí,8018,41.40367554356738,2.1935349162488165,1
158,Centre Esportiu Municipal Putxet,C Marmellà,23,el Putxet i el Farró,Sarrià-Sant Gervasi,8023,41.40972803896787,2.1412958877792825,1
159,Masia la Petita Maria,C López Catalán,4,Sants,Sants-Montjuïc,8014,41.37596451659646,2.137403550085132,1
160,La plaça de Sant Gaietà,Pl Sant Gaietà,5,Sarrià,Sarrià-Sant Gervasi,8034,41.40027641073024,2.1202647267287524,1
161,Plaça del Sol,Pl Sol,6,la Vila de Gràcia,Gràcia,8012,41.40162178824694,2.1566738998226365,2
162,El carrer de Campoamor,C Campoamor,4,Horta,Horta-Guinardó,8031,41.432914933001776,2.158212492323379,1
163,Casa de la Marina,Pg Joan Borbó Comte Barcelona,42,la Barceloneta,Ciutat Vella,8003,41.37800931137947,2.188448960539094,2
164,La carretera de les Aigües (sector Horta-Guinardó),Ctra Aigües,361,Sant Genís dels Agudells,Horta-Guinardó,8035,41.42145480207412,2.131518261519387,1
165,L'Aqüeducte del Parc Central de Nou Barris,Pl Major de Nou Barris,1,la Guineueta,Nou Barris,8042,41.4368445525108,2.1712296246319656,1
166,Centre de Cultura Popular La Violeta de Gràcia,C Maspons,6,la Vila de Gràcia,Gràcia,8012,41.401030994270805,2.1562145898860363,2
167,Museu de Pintura Contemporània Can Framis,Carrer de Roc Boronat,116,el Parc i la Llacuna del Poblenou,Sant Martí,8018,41.40294420265117,2.1949651108093025,1
168,MUHBA Museu d'Història de Barcelona - Oliva Artés,Carrer d'Espronceda,142,Provençals del Poblenou,Sant Martí,8018,41.4083072163263,2.2011067332390364,1
169,Museu Olímpic i de l'Esport Joan Antoni Samaranch de Barcelona,Avinguda de l'Estadi,60,el Poble-sec,Sants-Montjuïc,8038,41.36628092507608,2.1570941364707474,1
170,La Rambla,C Rambla,10,el Barri Gòtic,Ciutat Vella,8002,41.37765445203638,2.17649085980406,3
171,Centre Cultural Teresa Pàmies,C Comte d'Urgell,145,la Nova Esquerra de l'Eixample,Eixample,8036,41.38689535147526,2.152049712385728,2
172,Ronda de Sant Antoni,Ronda de Sant Antoni,1,Sant Antoni,Eixample,8011,41.37918080972604,2.1629662196711665,2
173,Facultat de Ciències de la Salut Blanquerna - URL,C Padilla,326,el Baix Guinardó,Horta-Guinardó,8025,41.409786505203634,2.1721184721407334,1
174,Palau de la Premsa,Av Rius i Taulet,5,el Poble-sec,Sants-Montjuïc,8004,41.37248388332652,2.1538979761055,1
175,La Plaça del Sortidor,Pl Sortidor,4,el Poble-sec,Sants-Montjuïc,8004,41.37260876412629,2.1621656959358955,2
176,Conjunt de Torretes al carrer Verdi,C Verdi,144,la Vila de Gràcia,Gràcia,8012,41.40746179464576,2.153354042541838,1
177,El Canal de la Infanta,C Mare de Déu de Port,56,el Poble-sec,Sants-Montjuïc,8038,41.354396016853215,2.149012074553124,1
178,Bodega Josefa,C Saragossa,86,el Putxet i el Farró,Sarrià-Sant Gervasi,8006,41.40432354338867,2.145936393031032,1
179,Viaducte de Bellesguard,C Bellesguard,16,Sant Gervasi - la Bonanova,Sarrià-Sant Gervasi,8022,41.40916537462648,2.126829667587517,1
180,Espai Subirachs - Poblenou,Carrer de Batista,6,el Poblenou,Sant Martí,8005,41.404152690531006,2.199893955698491,1
181,El Born i la Ribera,Pg Born,30,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,8003,41.38485510195776,2.1830157301046778,3
182,La Barceloneta,C Baluard,50,la Barceloneta,Ciutat Vella,8003,41.37956860884705,2.189117360481648,2
183,Sants i Hostafrancs,C Creu Coberta,100,Hostafrancs,Sants-Montjuïc,8014,41.37539782108393,2.142619387099987,2
184,La Sagrera,C Ciutat d'Elx,8,la Sagrera,Sant Andreu,8027,41.42050912718914,2.190043117956252,1
185,La Vila Olímpica,C Salvador Espriu,43,la Vila Olímpica del Poblenou,Sant Martí,8005,41.38937966568577,2.197267885136565,1
186,Biblioteca Collserola-Josep Miracle,Carrer d'Elisa Moragas i Badia,16,"Vallvidrera, el Tibidabo i les Planes",Sarrià-Sant Gervasi,8017,41.41538974314011,2.102546833751382,1
187,Zoo de Barcelona,Parc Ciutadella,-2147483648,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,8003,41.386153673583415,2.18718701380818,1
188,Parròquia de l'Immaculat Cor de Maria,C Sant Antoni Maria Claret,45,el Camp d'en Grassot i Gràcia Nova,Gràcia,8025,41.405951148357936,2.166593971349565,1
189,Bibiblioteca Rector Gabriel Ferraté,Jordi Girona,1,Pedralbes,Les Corts,8034,41.38790151896208,2.114670433495852,1
190,Parc de Can Dragó,C Rosselló i Porcel,7,Porta,Nou Barris,8016,41.43659306940482,2.183157005742885,1
191,Centre d'Educació Ambiental La Fàbrica del Sol,Pg Salvat Papasseit,1,la Barceloneta,Ciutat Vella,8003,41.383031580266,2.1912801963845494,1
192,Velodrom Municipal d'Horta Miquel Poblet,Pg Vall d'Hebron,185,Horta,Horta-Guinardó,8035,41.43723757663772,2.1495946440435265,1
193,Restaurant Can Travi Nou,C Jorge Manrique,-2147483648,la Vall d'Hebron,Horta-Guinardó,8035,41.43139726568915,2.150432990990598,1
194,Centre Comercial Arenas de Barcelona,G.V. Corts Catalanes,373,la Nova Esquerra de l'Eixample,Eixample,8015,41.376038338441205,2.1499752959539173,2
195,Palau de Congressos de Catalunya,Av Diagonal,661,la Maternitat i Sant Ramon,Les Corts,8028,41.38351274680861,2.10968312575943,1
196,Camp Municipal Futbol Narcís Sala,C Santa Coloma,39,Sant Andreu,Sant Andreu,8030,41.42889692238828,2.1930944831499715,1
197,Disseny Hub Barcelona,Pl Glòries Catalanes,37,el Parc i la Llacuna del Poblenou,Sant Martí,8038,41.40260111169283,2.1880498461023428,1
198,Institut Vila de Gràcia,C Riera de Sant Miquel,58,la Vila de Gràcia,Gràcia,8006,41.3986014146248,2.155368115677565,2
199,Pavelló de la República,C Jorge Manrique,9,la Vall d'Hebron,Horta-Guinardó,8035,41.43084548288972,2.151482356409004,1
